2026-03-05 01:40:14.952 PULSE    pos= 0 sym=0 width=136ms t=206.721s
2026-03-05 01:40:15.727 SIGNAL   power=-114.8dBm snr=11.8dB
2026-03-05 01:40:16.115 PULSE    pos= 0 sym=0 width=181ms t=207.759s
2026-03-05 01:40:17.729 SIGNAL   power=-111.6dBm snr=15.0dB
2026-03-05 01:40:18.889 GAPFILL  pos= 0 sym=? (missed pulse)
2026-03-05 01:40:18.889 PULSE    pos= 0 sym=1 width=543ms t=210.191s
2026-03-05 01:40:19.650 PULSE    pos= 0 sym=1 width=448ms t=211.148s
2026-03-05 01:40:19.732 SIGNAL   power=-105.9dBm snr=20.5dB
2026-03-05 01:40:20.727 PULSE    pos= 0 sym=1 width=502ms t=212.185s
2026-03-05 01:40:21.624 PULSE    pos= 0 sym=1 width=479ms t=213.085s
2026-03-05 01:40:21.735 SIGNAL   power=-106.3dBm snr=20.4dB
2026-03-05 01:40:22.498 PULSE    pos= 0 sym=1 width=438ms t=214.093s
2026-03-05 01:40:23.399 PULSE    pos= 0 sym=1 width=372ms t=215.040s
2026-03-05 01:40:23.738 SIGNAL   power=-108.7dBm snr=19.1dB
2026-03-05 01:40:24.410 PULSE    pos= 0 sym=1 width=461ms t=215.957s
2026-03-05 01:40:25.339 PULSE    pos= 0 sym=0 width=316ms t=217.080s
2026-03-05 01:40:25.741 SIGNAL   power=-107.9dBm snr=18.9dB
2026-03-05 01:40:26.241 PULSE    pos= 0 sym=1 width=350ms t=217.980s
2026-03-05 01:40:27.205 PULSE    pos= 0 sym=0 width=264ms t=219.051s
2026-03-05 01:40:27.744 SIGNAL   power=-117.2dBm snr=9.4dB
2026-03-05 01:40:28.496 PULSE    pos= 0 sym=M width=587ms t=220.036s
2026-03-05 01:40:29.398 PULSE    pos= 0 sym=1 width=511ms t=220.999s
2026-03-05 01:40:29.747 SIGNAL   power=-105.5dBm snr=21.8dB
2026-03-05 01:40:30.435 PULSE    pos= 0 sym=M width=694ms t=221.899s
2026-03-05 01:40:30.435 SYNC     Found 1 of 2 consecutive markers (694ms)
2026-03-05 01:40:31.338 PULSE    pos= 0 sym=M width=693ms t=222.805s
2026-03-05 01:40:31.339 SYNC     Frame sync acquired
2026-03-05 01:40:31.755 SIGNAL   power=-119.5dBm snr=7.4dB
2026-03-05 01:40:32.340 PULSE    pos= 1 sym=M width=703ms t=223.757s
2026-03-05 01:40:33.222 PULSE    pos= 2 sym=M width=665ms t=224.657s
2026-03-05 01:40:33.758 SIGNAL   power=-112.9dBm snr=13.8dB
2026-03-05 01:40:34.107 PULSE    pos= 3 sym=M width=609ms t=225.633s
2026-03-05 01:40:35.014 PULSE    pos= 4 sym=M width=660ms t=226.541s
2026-03-05 01:40:35.760 SIGNAL   power=-105.7dBm snr=21.1dB
2026-03-05 01:40:35.957 PULSE    pos= 5 sym=M width=681ms t=227.522s
2026-03-05 01:40:36.862 PULSE    pos= 6 sym=1 width=552ms t=228.528s
2026-03-05 01:40:37.763 SIGNAL   power=-116.9dBm snr=10.1dB
2026-03-05 01:40:37.849 PULSE    pos= 7 sym=M width=590ms t=229.428s
2026-03-05 01:40:38.620 PULSE    pos= 8 sym=M width=593ms t=230.328s
2026-03-05 01:40:39.619 PULSE    pos= 9 sym=1 width=576ms t=231.301s
2026-03-05 01:40:39.620 ERROR    Frame error: Sync validation failed: position 9 is '1', not marker. Resyncing.
2026-03-05 01:40:39.620 SYNC     Sync lost. Resyncing...
2026-03-05 01:40:39.767 SIGNAL   power=-116.9dBm snr=10.0dB
2026-03-05 01:40:40.522 PULSE    pos= 0 sym=1 width=495ms t=232.299s
2026-03-05 01:40:41.462 PULSE    pos= 0 sym=1 width=464ms t=233.372s
2026-03-05 01:40:41.770 SIGNAL   power=-110.7dBm snr=16.2dB
2026-03-05 01:40:42.364 PULSE    pos= 0 sym=0 width=240ms t=234.463s
2026-03-05 01:40:43.462 PULSE    pos= 0 sym=0 width=325ms t=235.405s
2026-03-05 01:40:43.772 SIGNAL   power=-104.9dBm snr=22.1dB
2026-03-05 01:40:44.306 PULSE    pos= 0 sym=0 width=199ms t=236.461s
2026-03-05 01:40:45.404 PULSE    pos= 0 sym=1 width=412ms t=237.389s
2026-03-05 01:40:45.776 SIGNAL   power=-104.8dBm snr=21.8dB
2026-03-05 01:40:46.362 PULSE    pos= 0 sym=1 width=492ms t=238.311s
2026-03-05 01:40:47.361 PULSE    pos= 0 sym=1 width=441ms t=239.272s
2026-03-05 01:40:47.779 SIGNAL   power=-105.7dBm snr=21.2dB
2026-03-05 01:40:48.370 PULSE    pos= 0 sym=1 width=492ms t=240.308s
2026-03-05 01:40:49.219 PULSE    pos= 0 sym=1 width=409ms t=241.285s
2026-03-05 01:40:49.793 SIGNAL   power=-104.5dBm snr=22.2dB
2026-03-05 01:40:50.238 PULSE    pos= 0 sym=1 width=491ms t=242.185s
2026-03-05 01:40:51.142 PULSE    pos= 0 sym=1 width=485ms t=243.131s
2026-03-05 01:40:51.796 SIGNAL   power=-103.4dBm snr=23.3dB
2026-03-05 01:40:52.172 PULSE    pos= 0 sym=0 width=327ms t=244.314s
2026-03-05 01:40:53.176 PULSE    pos= 0 sym=1 width=349ms t=245.288s
2026-03-05 01:40:53.799 SIGNAL   power=-104.2dBm snr=22.5dB
2026-03-05 01:40:54.175 PULSE    pos= 0 sym=1 width=415ms t=246.270s
2026-03-05 01:40:55.328 PULSE    pos= 0 sym=M width=599ms t=247.212s
2026-03-05 01:40:55.802 SIGNAL   power=-109.6dBm snr=17.5dB
2026-03-05 01:40:56.431 PULSE    pos= 0 sym=M width=804ms t=248.165s
2026-03-05 01:40:56.431 SYNC     Found 1 of 2 consecutive markers (804ms)
2026-03-05 01:40:57.235 PULSE    pos= 0 sym=1 width=575ms t=249.139s
2026-03-05 01:40:57.805 SIGNAL   power=-107.2dBm snr=20.0dB
2026-03-05 01:40:58.185 PULSE    pos= 0 sym=M width=632ms t=250.181s
2026-03-05 01:40:59.081 PULSE    pos= 0 sym=M width=586ms t=251.108s
2026-03-05 01:40:59.808 SIGNAL   power=-112.5dBm snr=14.1dB
2026-03-05 01:41:00.076 PULSE    pos= 0 sym=1 width=573ms t=252.066s
2026-03-05 01:41:00.942 PULSE    pos= 0 sym=1 width=483ms t=253.111s
2026-03-05 01:41:01.812 SIGNAL   power=-112.0dBm snr=14.4dB
2026-03-05 01:41:02.022 PULSE    pos= 0 sym=M width=663ms t=254.011s
2026-03-05 01:41:02.983 PULSE    pos= 0 sym=M width=593ms t=255.091s
2026-03-05 01:41:03.815 SIGNAL   power=-119.1dBm snr=7.6dB
2026-03-05 01:41:03.880 PULSE    pos= 0 sym=1 width=512ms t=256.055s
2026-03-05 01:41:04.883 PULSE    pos= 0 sym=M width=627ms t=256.955s
2026-03-05 01:41:05.819 PULSE    pos= 0 sym=M width=716ms t=257.855s
2026-03-05 01:41:05.819 SYNC     Found 1 of 2 consecutive markers (716ms)
2026-03-05 01:41:05.825 SIGNAL   power=-109.9dBm snr=16.5dB
2026-03-05 01:41:06.245 PULSE    pos= 0 sym=0 width=258ms t=258.755s
2026-03-05 01:41:07.829 SIGNAL   power=-111.1dBm snr=15.8dB
2026-03-05 01:41:07.940 PULSE    pos= 0 sym=? width=1101ms t=259.676s
2026-03-05 01:41:08.978 PULSE    pos= 0 sym=M width=889ms t=260.861s
2026-03-05 01:41:08.978 SYNC     Found 1 of 2 consecutive markers (889ms)
2026-03-05 01:41:09.832 SIGNAL   power=-109.2dBm snr=17.3dB
2026-03-05 01:41:09.881 PULSE    pos= 0 sym=M width=634ms t=261.983s
2026-03-05 01:41:10.880 PULSE    pos= 0 sym=M width=722ms t=262.936s
2026-03-05 01:41:10.880 SYNC     Found 1 of 2 consecutive markers (722ms)
2026-03-05 01:41:11.724 PULSE    pos= 0 sym=M width=618ms t=263.955s
2026-03-05 01:41:11.836 SIGNAL   power=-115.2dBm snr=11.5dB
2026-03-05 01:41:12.241 PULSE    pos= 0 sym=0 width=191ms t=264.886s
2026-03-05 01:41:13.724 PULSE    pos= 0 sym=M width=762ms t=265.786s
2026-03-05 01:41:13.724 SYNC     Found 1 of 2 consecutive markers (762ms)
2026-03-05 01:41:13.849 SIGNAL   power=-112.4dBm snr=14.7dB
2026-03-05 01:41:14.494 PULSE    pos= 0 sym=1 width=542ms t=266.811s
2026-03-05 01:41:14.976 PULSE    pos= 0 sym=0 width=125ms t=267.711s
2026-03-05 01:41:15.852 SIGNAL   power=-110.4dBm snr=16.7dB
2026-03-05 01:41:16.649 PULSE    pos= 0 sym=M width=673ms t=268.885s
2026-03-05 01:41:17.653 PULSE    pos= 0 sym=1 width=452ms t=270.069s
2026-03-05 01:41:17.854 SIGNAL   power=-107.5dBm snr=19.5dB
2026-03-05 01:41:18.557 PULSE    pos= 0 sym=1 width=484ms t=270.969s
2026-03-05 01:41:19.596 PULSE    pos= 0 sym=M width=621ms t=271.955s
2026-03-05 01:41:19.858 SIGNAL   power=-105.8dBm snr=20.7dB
2026-03-05 01:41:20.397 PULSE    pos= 0 sym=1 width=488ms t=272.899s
2026-03-05 01:41:21.398 PULSE    pos= 0 sym=1 width=532ms t=273.822s
2026-03-05 01:41:21.861 SIGNAL   power=-107.2dBm snr=19.6dB
2026-03-05 01:41:22.275 PULSE    pos= 0 sym=1 width=415ms t=274.879s
2026-03-05 01:41:23.163 PULSE    pos= 0 sym=1 width=436ms t=275.779s
2026-03-05 01:41:23.864 SIGNAL   power=-108.3dBm snr=18.7dB
2026-03-05 01:41:24.340 PULSE    pos= 0 sym=1 width=517ms t=276.838s
2026-03-05 01:41:25.202 PULSE    pos= 0 sym=1 width=495ms t=277.738s
2026-03-05 01:41:25.868 SIGNAL   power=-107.0dBm snr=19.8dB
2026-03-05 01:41:26.104 PULSE    pos= 0 sym=1 width=518ms t=278.638s
2026-03-05 01:41:27.203 PULSE    pos= 0 sym=1 width=434ms t=279.792s
2026-03-05 01:41:27.871 SIGNAL   power=-107.8dBm snr=19.1dB
2026-03-05 01:41:28.363 PULSE    pos= 0 sym=0 width=121ms t=281.249s
2026-03-05 01:41:29.873 SIGNAL   power=-118.0dBm snr=8.7dB
2026-03-05 01:41:30.258 GAPFILL  pos= 0 sym=? (missed pulse)
2026-03-05 01:41:30.258 PULSE    pos= 0 sym=1 width=542ms t=282.780s
2026-03-05 01:41:31.104 PULSE    pos= 0 sym=1 width=540ms t=283.694s
2026-03-05 01:41:31.877 SIGNAL   power=-122.7dBm snr=4.2dB
2026-03-05 01:41:32.106 PULSE    pos= 0 sym=M width=583ms t=284.701s
2026-03-05 01:41:33.066 PULSE    pos= 0 sym=M width=603ms t=285.601s
2026-03-05 01:41:33.878 SIGNAL   power=-110.1dBm snr=16.7dB
2026-03-05 01:41:34.044 PULSE    pos= 0 sym=1 width=476ms t=286.769s
2026-03-05 01:41:34.254 STATS    Session ended. Duration: 0:04:43 | Frames: 2 decoded, 2 errors | Success rate: 0.0%
